,rounded_lon,rounded_lat,borough,nbhd
0,-74.251,40.513,Staten Island,Tottenville
1,-74.248,40.515,Staten Island,Tottenville
2,-74.231,40.528,Staten Island,Charleston
3,-74.229,40.547,Staten Island,Charleston
4,-74.223,40.522,Staten Island,Prince's Bay
5,-74.212,40.546,Staten Island,Rossville
6,-74.211,40.519,Staten Island,Prince's Bay
7,-74.211,40.528,Staten Island,Prince's Bay
8,-74.211,40.552,Staten Island,Rossville
9,-74.207,40.524,Staten Island,Prince's Bay
10,-74.206,40.534,Staten Island,Woodrow
11,-74.203,40.527,Staten Island,Prince's Bay
12,-74.203,40.552,Staten Island,Rossville
13,-74.202,40.531,Staten Island,Prince's Bay
14,-74.202,40.538,Staten Island,Woodrow
15,-74.196,40.554,Staten Island,Rossville
16,-74.194,40.546,Staten Island,Rossville
17,-74.192,40.535,Staten Island,Woodrow
18,-74.191,40.586,Staten Island,Freshkills Park
19,-74.191,40.587,Staten Island,"Chelsea, Staten Island"
20,-74.186,40.545,Staten Island,Woodrow
21,-74.184,40.611,Staten Island,Bloomfield
22,-74.183,40.542,Staten Island,Woodrow
23,-74.183,40.557,Staten Island,Arden Heights
24,-74.18,40.563,Staten Island,Arden Heights
25,-74.18,40.628,Staten Island,Howland Hook
26,-74.179,40.54,Staten Island,Woodrow
27,-74.179,40.613,Staten Island,Bull's Head
28,-74.178,40.615,Staten Island,Bull's Head
29,-74.177,40.612,Staten Island,Bull's Head
30,-74.177,40.615,Staten Island,Bull's Head
31,-74.176,40.612,Staten Island,Bull's Head
32,-74.175,40.626,Staten Island,Howland Hook
33,-74.173,40.616,Staten Island,Bull's Head
34,-74.171,40.638,Staten Island,Mariners Harbor
35,-74.171,40.64,Staten Island,Mariners Harbor
36,-74.17,40.602,Staten Island,Freshkills Park
37,-74.17,40.64,Staten Island,Mariners Harbor
38,-74.169,40.559,Staten Island,Great Kills
39,-74.169,40.582,Staten Island,New Springville
40,-74.169,40.621,Staten Island,Bull's Head
41,-74.169,40.635,Staten Island,Mariners Harbor
42,-74.169,40.636,Staten Island,Mariners Harbor
43,-74.168,40.586,Staten Island,New Springville
44,-74.168,40.587,Staten Island,New Springville
45,-74.168,40.606,Staten Island,Bull's Head
46,-74.168,40.621,Staten Island,Bull's Head
47,-74.168,40.622,Staten Island,Graniteville
48,-74.168,40.636,Staten Island,Mariners Harbor
49,-74.168,40.637,Staten Island,Mariners Harbor
50,-74.167,40.58,Staten Island,New Springville
51,-74.167,40.582,Staten Island,New Springville
52,-74.167,40.585,Staten Island,New Springville
53,-74.167,40.586,Staten Island,New Springville
54,-74.167,40.588,Staten Island,New Springville
55,-74.167,40.623,Staten Island,Graniteville
56,-74.167,40.624,Staten Island,Graniteville
57,-74.167,40.628,Staten Island,Howland Hook
58,-74.167,40.636,Staten Island,Mariners Harbor
59,-74.167,40.637,Staten Island,Mariners Harbor
60,-74.167,40.64,Staten Island,Mariners Harbor
61,-74.166,40.583,Staten Island,New Springville
62,-74.166,40.584,Staten Island,New Springville
63,-74.166,40.588,Staten Island,New Springville
64,-74.166,40.607,Staten Island,Bull's Head
65,-74.166,40.62,Staten Island,Bull's Head
66,-74.166,40.629,Staten Island,Mariners Harbor
67,-74.166,40.639,Staten Island,Mariners Harbor
68,-74.165,40.528,Staten Island,Huguenot
69,-74.165,40.61,Staten Island,Bull's Head
70,-74.165,40.611,Staten Island,Bull's Head
71,-74.165,40.618,Staten Island,Bull's Head
72,-74.165,40.619,Staten Island,Bull's Head
73,-74.165,40.625,Staten Island,Graniteville
74,-74.165,40.626,Staten Island,Graniteville
75,-74.165,40.636,Staten Island,Mariners Harbor
76,-74.164,40.588,Staten Island,New Springville
77,-74.164,40.592,Staten Island,New Springville
78,-74.164,40.623,Staten Island,Graniteville
79,-74.164,40.63,Staten Island,Mariners Harbor
80,-74.163,40.591,Staten Island,New Springville
81,-74.163,40.607,Staten Island,Bull's Head
82,-74.163,40.629,Staten Island,Mariners Harbor
83,-74.162,40.63,Staten Island,Mariners Harbor
84,-74.162,40.632,Staten Island,Mariners Harbor
85,-74.162,40.638,Staten Island,Mariners Harbor
86,-74.161,40.636,Staten Island,Mariners Harbor
87,-74.161,40.637,Staten Island,Mariners Harbor
88,-74.16,40.593,Staten Island,New Springville
89,-74.16,40.611,Staten Island,Bull's Head
90,-74.16,40.615,Staten Island,Bull's Head
91,-74.16,40.626,Staten Island,Graniteville
92,-74.16,40.637,Staten Island,Mariners Harbor
93,-74.159,40.532,Staten Island,Huguenot
94,-74.159,40.584,Staten Island,New Springville
95,-74.159,40.59,Staten Island,New Springville
96,-74.159,40.615,Staten Island,Bull's Head
97,-74.159,40.626,Staten Island,Graniteville
98,-74.159,40.627,Staten Island,Mariners Harbor
99,-74.159,40.629,Staten Island,Mariners Harbor
100,-74.158,40.58,Staten Island,New Springville
101,-74.158,40.612,Staten Island,Bull's Head
102,-74.158,40.62,Staten Island,Graniteville
103,-74.158,40.632,Staten Island,Mariners Harbor
104,-74.158,40.633,Staten Island,Mariners Harbor
105,-74.157,40.581,Staten Island,New Springville
106,-74.157,40.591,Staten Island,New Springville
107,-74.157,40.609,Staten Island,Bull's Head
108,-74.156,40.59,Staten Island,New Springville
109,-74.156,40.616,Staten Island,Graniteville
110,-74.156,40.625,Staten Island,Graniteville
111,-74.155,40.564,Staten Island,Great Kills
112,-74.155,40.626,Staten Island,Mariners Harbor
113,-74.155,40.631,Staten Island,Mariners Harbor
114,-74.154,40.564,Staten Island,Great Kills
115,-74.154,40.589,Staten Island,New Springville
116,-74.153,40.535,Staten Island,Eltingville
117,-74.152,40.625,Staten Island,Graniteville
118,-74.151,40.599,Staten Island,Bull's Head
119,-74.151,40.601,Staten Island,Bull's Head
120,-74.151,40.625,Staten Island,Graniteville
121,-74.149,40.605,Staten Island,Bull's Head
122,-74.149,40.61,Staten Island,Graniteville
123,-74.149,40.621,Staten Island,Graniteville
124,-74.149,40.637,Staten Island,Mariners Harbor
125,-74.148,40.625,Staten Island,Graniteville
126,-74.147,40.607,Staten Island,Emerson Hill
127,-74.147,40.626,Staten Island,Mariners Harbor
128,-74.146,40.538,Staten Island,Eltingville
129,-74.146,40.59,Staten Island,New Springville
130,-74.146,40.614,Staten Island,Graniteville
131,-74.146,40.626,Staten Island,Mariners Harbor
132,-74.146,40.63,Staten Island,Mariners Harbor
133,-74.146,40.633,Staten Island,Mariners Harbor
134,-74.146,40.635,Staten Island,Mariners Harbor
135,-74.145,40.57,Staten Island,Lighthouse Hill
136,-74.144,40.551,Staten Island,"Bay Terrace, Staten Island"
137,-74.144,40.623,Staten Island,Westerleigh
138,-74.144,40.625,Staten Island,Port Richmond
139,-74.144,40.626,Staten Island,Port Richmond
140,-74.143,40.569,Staten Island,Lighthouse Hill
141,-74.143,40.574,Staten Island,Lighthouse Hill
142,-74.142,40.597,Staten Island,Willowbrook
143,-74.141,40.598,Staten Island,Willowbrook
144,-74.141,40.608,Staten Island,Castleton Corners
145,-74.14,40.601,Staten Island,Willowbrook
146,-74.138,40.61,Staten Island,Castleton Corners
147,-74.138,40.626,Staten Island,Port Richmond
148,-74.137,40.571,Staten Island,Richmondtown
149,-74.137,40.633,Staten Island,Port Richmond
150,-74.137,40.636,Staten Island,Port Richmond
151,-74.137,40.637,Staten Island,Port Richmond
152,-74.136,40.625,Staten Island,Westerleigh
153,-74.135,40.627,Staten Island,Port Richmond
154,-74.135,40.63,Staten Island,Port Richmond
155,-74.135,40.635,Staten Island,Port Richmond
156,-74.135,40.637,Staten Island,Port Richmond
157,-74.134,40.56,Staten Island,"Bay Terrace, Staten Island"
158,-74.133,40.625,Staten Island,Westerleigh
159,-74.131,40.599,Staten Island,Willowbrook
160,-74.13,40.592,Staten Island,Latourette Park
161,-74.13,40.632,Staten Island,Randall Manor
162,-74.13,40.64,Staten Island,Randall Manor
163,-74.129,40.631,Staten Island,Randall Manor
164,-74.129,40.639,Staten Island,Randall Manor
165,-74.128,40.612,Staten Island,Castleton Corners
166,-74.128,40.627,Staten Island,Randall Manor
167,-74.128,40.629,Staten Island,Randall Manor
168,-74.128,40.631,Staten Island,Randall Manor
169,-74.127,40.577,Staten Island,Latourette Park
170,-74.127,40.637,Staten Island,Randall Manor
171,-74.126,40.558,Staten Island,Oakwood
172,-74.126,40.58,Staten Island,Latourette Park
173,-74.126,40.621,Staten Island,Castleton Corners
174,-74.126,40.622,Staten Island,Castleton Corners
175,-74.126,40.628,Staten Island,Randall Manor
176,-74.126,40.63,Staten Island,Randall Manor
177,-74.126,40.637,Staten Island,Randall Manor
178,-74.125,40.598,Staten Island,Latourette Park
179,-74.125,40.632,Staten Island,West Brighton
180,-74.124,40.569,Staten Island,New Dorp
181,-74.124,40.632,Staten Island,West Brighton
182,-74.123,40.562,Staten Island,Oakwood
183,-74.123,40.598,Staten Island,Latourette Park
184,-74.123,40.629,Staten Island,West Brighton
185,-74.122,40.563,Staten Island,Oakwood
186,-74.122,40.603,Staten Island,Emerson Hill
187,-74.121,40.561,Staten Island,Oakwood
188,-74.121,40.61,Staten Island,Emerson Hill
189,-74.12,40.578,Staten Island,New Dorp
190,-74.12,40.606,Staten Island,Emerson Hill
191,-74.12,40.615,Staten Island,Castleton Corners
192,-74.12,40.629,Staten Island,West Brighton
193,-74.12,40.634,Staten Island,West Brighton
194,-74.119,40.565,Staten Island,Oakwood
195,-74.119,40.606,Staten Island,Emerson Hill
196,-74.119,40.632,Staten Island,West Brighton
197,-74.118,40.562,Staten Island,Oakwood
198,-74.118,40.628,Staten Island,West Brighton
199,-74.118,40.64,Staten Island,Randall Manor
200,-74.118,40.641,Staten Island,Randall Manor
201,-74.117,40.564,Staten Island,Oakwood
202,-74.117,40.627,Staten Island,West Brighton
203,-74.117,40.633,Staten Island,West Brighton
204,-74.117,40.64,Staten Island,Randall Manor
205,-74.116,40.558,Staten Island,Oakwood
206,-74.116,40.564,Staten Island,New Dorp Beach
207,-74.114,40.627,Staten Island,West Brighton
208,-74.113,40.635,Staten Island,Randall Manor
209,-74.112,40.563,Staten Island,New Dorp Beach
210,-74.112,40.567,Staten Island,New Dorp Beach
211,-74.112,40.629,Staten Island,West Brighton
212,-74.112,40.63,Staten Island,West Brighton
213,-74.112,40.632,Staten Island,West Brighton
214,-74.111,40.566,Staten Island,New Dorp Beach
215,-74.111,40.627,Staten Island,West Brighton
216,-74.11,40.567,Staten Island,New Dorp Beach
217,-74.11,40.569,Staten Island,New Dorp Beach
218,-74.11,40.57,Staten Island,New Dorp Beach
219,-74.11,40.624,Staten Island,West Brighton
220,-74.11,40.641,Staten Island,Randall Manor
221,-74.11,40.642,Staten Island,Randall Manor
222,-74.109,40.57,Staten Island,New Dorp Beach
223,-74.108,40.577,Staten Island,Grant City
224,-74.108,40.62,Staten Island,Silver Lake
225,-74.107,40.619,Staten Island,Castleton Corners
226,-74.107,40.635,Staten Island,Randall Manor
227,-74.107,40.636,Staten Island,Randall Manor
228,-74.107,40.639,Staten Island,Randall Manor
229,-74.106,40.559,Staten Island,Oakwood
230,-74.106,40.627,Staten Island,West Brighton
231,-74.106,40.629,Staten Island,West Brighton
232,-74.106,40.63,Staten Island,West Brighton
233,-74.106,40.635,Staten Island,Randall Manor
234,-74.105,40.577,Staten Island,Grant City
235,-74.105,40.585,Staten Island,Dongan Hills
236,-74.105,40.636,Staten Island,Randall Manor
237,-74.105,40.638,Staten Island,Randall Manor
238,-74.104,40.561,Staten Island,Oakwood
239,-74.104,40.595,Staten Island,Todt Hill
240,-74.103,40.565,Staten Island,New Dorp Beach
241,-74.103,40.609,Staten Island,Todt Hill
242,-74.102,40.617,Staten Island,Grymes Hill
243,-74.102,40.62,Staten Island,Silver Lake
244,-74.101,40.606,Staten Island,Todt Hill
245,-74.1,40.611,Staten Island,Castleton Corners
246,-74.099,40.631,Staten Island,West Brighton
247,-74.098,40.582,Staten Island,Dongan Hills
248,-74.098,40.6,Staten Island,Todt Hill
249,-74.098,40.621,Staten Island,Silver Lake
250,-74.098,40.622,Staten Island,Silver Lake
251,-74.096,40.583,Staten Island,Dongan Hills
252,-74.096,40.59,Staten Island,South Beach
253,-74.095,40.576,Staten Island,Midland Beach
254,-74.095,40.604,Staten Island,Todt Hill
255,-74.095,40.611,Staten Island,Grymes Hill
256,-74.095,40.643,Staten Island,New Brighton
257,-74.094,40.577,Staten Island,Midland Beach
258,-74.094,40.585,Staten Island,Dongan Hills
259,-74.094,40.611,Staten Island,Grymes Hill
260,-74.094,40.619,Staten Island,Grymes Hill
261,-74.093,40.585,Staten Island,Dongan Hills
262,-74.093,40.586,Staten Island,Dongan Hills
263,-74.093,40.639,Staten Island,New Brighton
264,-74.092,40.573,Staten Island,Midland Beach
265,-74.092,40.586,Staten Island,Dongan Hills
266,-74.092,40.587,Staten Island,South Beach
267,-74.092,40.605,Staten Island,Concord
268,-74.092,40.606,Staten Island,Concord
269,-74.092,40.626,Staten Island,Silver Lake
270,-74.091,40.586,Staten Island,South Beach
271,-74.091,40.588,Staten Island,South Beach
272,-74.091,40.609,Staten Island,Todt Hill
273,-74.09,40.601,Staten Island,Concord
274,-74.09,40.602,Staten Island,Concord
275,-74.09,40.61,Staten Island,Grymes Hill
276,-74.09,40.616,Staten Island,Grymes Hill
277,-74.089,40.585,Staten Island,South Beach
278,-74.089,40.589,Staten Island,South Beach
279,-74.089,40.608,Staten Island,Concord
280,-74.089,40.611,Staten Island,Grymes Hill
281,-74.088,40.591,Staten Island,South Beach
282,-74.088,40.609,Staten Island,Park Hill
283,-74.088,40.612,Staten Island,Park Hill
284,-74.088,40.613,Staten Island,Grymes Hill
285,-74.088,40.615,Staten Island,Grymes Hill
286,-74.088,40.616,Staten Island,Grymes Hill
287,-74.088,40.631,Staten Island,Silver Lake
288,-74.088,40.645,Staten Island,New Brighton
289,-74.087,40.587,Staten Island,South Beach
290,-74.087,40.605,Staten Island,Concord
291,-74.087,40.613,Staten Island,Park Hill
292,-74.087,40.614,Staten Island,Clifton
293,-74.087,40.616,Staten Island,Clifton
294,-74.087,40.617,Staten Island,Grymes Hill
295,-74.087,40.63,Staten Island,Tompkinsville
296,-74.087,40.631,Staten Island,Tompkinsville
297,-74.087,40.645,Staten Island,St. George
298,-74.087,40.647,Staten Island,St. George
299,-74.087,40.648,Staten Island,St. George
300,-74.086,40.584,Staten Island,South Beach
301,-74.086,40.607,Staten Island,Concord
302,-74.086,40.609,Staten Island,Park Hill
303,-74.086,40.61,Staten Island,Park Hill
304,-74.086,40.611,Staten Island,Park Hill
305,-74.086,40.614,Staten Island,Park Hill
306,-74.086,40.615,Staten Island,Clifton
307,-74.086,40.616,Staten Island,Clifton
308,-74.086,40.617,Staten Island,Clifton
309,-74.086,40.619,Staten Island,Clifton
310,-74.086,40.621,Staten Island,Tompkinsville
311,-74.086,40.634,Staten Island,Tompkinsville
312,-74.086,40.648,Staten Island,St. George
313,-74.085,40.583,Staten Island,South Beach
314,-74.085,40.584,Staten Island,South Beach
315,-74.085,40.585,Staten Island,South Beach
316,-74.085,40.586,Staten Island,South Beach
317,-74.085,40.6,Staten Island,Concord
318,-74.085,40.602,Staten Island,Concord
319,-74.085,40.611,Staten Island,Park Hill
320,-74.085,40.613,Staten Island,Park Hill
321,-74.085,40.614,Staten Island,Park Hill
322,-74.085,40.615,Staten Island,Clifton
323,-74.085,40.616,Staten Island,Clifton
324,-74.085,40.617,Staten Island,Clifton
325,-74.085,40.623,Staten Island,Stapleton
326,-74.085,40.638,Staten Island,St. George
327,-74.085,40.642,Staten Island,St. George
328,-74.085,40.644,Staten Island,St. George
329,-74.084,40.583,Staten Island,South Beach
330,-74.084,40.593,Staten Island,South Beach
331,-74.084,40.598,Staten Island,Concord
332,-74.084,40.605,Staten Island,Concord
333,-74.084,40.607,Staten Island,Concord
334,-74.084,40.608,Staten Island,Park Hill
335,-74.084,40.62,Staten Island,Clifton
336,-74.084,40.623,Staten Island,Clifton
337,-74.084,40.638,Staten Island,St. George
338,-74.084,40.642,Staten Island,St. George
339,-74.084,40.643,Staten Island,St. George
340,-74.084,40.644,Staten Island,St. George
341,-74.084,40.647,Staten Island,St. George
342,-74.083,40.583,Staten Island,South Beach
343,-74.083,40.629,Staten Island,Tompkinsville
344,-74.083,40.632,Staten Island,Tompkinsville
345,-74.083,40.633,Staten Island,Tompkinsville
346,-74.083,40.636,Staten Island,Tompkinsville
347,-74.083,40.641,Staten Island,St. George
348,-74.083,40.642,Staten Island,St. George
349,-74.083,40.644,Staten Island,St. George
350,-74.083,40.645,Staten Island,St. George
351,-74.082,40.598,Staten Island,Arrochar
352,-74.082,40.599,Staten Island,Concord
353,-74.082,40.602,Staten Island,Concord
354,-74.082,40.605,Staten Island,Concord
355,-74.082,40.616,Staten Island,Park Hill
356,-74.082,40.63,Staten Island,Tompkinsville
357,-74.082,40.634,Staten Island,Tompkinsville
358,-74.082,40.636,Staten Island,Tompkinsville
359,-74.082,40.64,Staten Island,St. George
360,-74.082,40.641,Staten Island,St. George
361,-74.082,40.644,Staten Island,St. George
362,-74.081,40.606,Staten Island,Concord
363,-74.081,40.614,Staten Island,Park Hill
364,-74.081,40.616,Staten Island,Park Hill
365,-74.081,40.617,Staten Island,Park Hill
366,-74.081,40.624,Staten Island,Clifton
367,-74.081,40.631,Staten Island,Tompkinsville
368,-74.081,40.635,Staten Island,Tompkinsville
369,-74.081,40.642,Staten Island,St. George
370,-74.081,40.644,Staten Island,St. George
371,-74.08,40.583,Staten Island,South Beach
372,-74.08,40.597,Staten Island,Arrochar
373,-74.08,40.598,Staten Island,Arrochar
374,-74.08,40.602,Staten Island,Concord
375,-74.08,40.609,Staten Island,Park Hill
376,-74.08,40.618,Staten Island,Clifton
377,-74.08,40.629,Staten Island,Stapleton
378,-74.08,40.642,Staten Island,St. George
379,-74.08,40.643,Staten Island,St. George
380,-74.08,40.647,Staten Island,St. George
381,-74.079,40.599,Staten Island,Concord
382,-74.079,40.614,Staten Island,Park Hill
383,-74.079,40.616,Staten Island,Park Hill
384,-74.079,40.617,Staten Island,Clifton
385,-74.079,40.619,Staten Island,Clifton
386,-74.079,40.633,Staten Island,Stapleton
387,-74.079,40.634,Staten Island,Tompkinsville
388,-74.079,40.638,Staten Island,Tompkinsville
389,-74.079,40.639,Staten Island,St. George
390,-74.079,40.642,Staten Island,St. George
391,-74.078,40.606,Staten Island,Concord
392,-74.078,40.617,Staten Island,Clifton
393,-74.078,40.622,Staten Island,Clifton
394,-74.078,40.637,Staten Island,Stapleton
395,-74.078,40.638,Staten Island,Stapleton
396,-74.078,40.639,Staten Island,St. George
397,-74.078,40.64,Staten Island,St. George
398,-74.078,40.641,Staten Island,St. George
399,-74.078,40.642,Staten Island,St. George
400,-74.078,40.646,Staten Island,St. George
401,-74.077,40.595,Staten Island,Arrochar
402,-74.077,40.606,Staten Island,Concord
403,-74.077,40.608,Staten Island,Rosebank
404,-74.077,40.624,Staten Island,Clifton
405,-74.077,40.626,Staten Island,Stapleton
406,-74.077,40.63,Staten Island,Stapleton
407,-74.077,40.631,Staten Island,Stapleton
408,-74.077,40.636,Staten Island,Stapleton
409,-74.077,40.637,Staten Island,Stapleton
410,-74.077,40.638,Staten Island,St. George
411,-74.077,40.64,Staten Island,St. George
412,-74.077,40.641,Staten Island,St. George
413,-74.077,40.642,Staten Island,St. George
414,-74.077,40.644,Staten Island,St. George
415,-74.077,40.645,Staten Island,St. George
416,-74.076,40.607,Staten Island,Shore Acres
417,-74.076,40.621,Staten Island,Clifton
418,-74.076,40.628,Staten Island,Stapleton
419,-74.076,40.63,Staten Island,Stapleton
420,-74.076,40.631,Staten Island,Stapleton
421,-74.076,40.632,Staten Island,Stapleton
422,-74.076,40.635,Staten Island,Stapleton
423,-74.076,40.636,Staten Island,Stapleton
424,-74.076,40.638,Staten Island,St. George
425,-74.076,40.639,Staten Island,St. George
426,-74.076,40.64,Staten Island,St. George
427,-74.076,40.641,Staten Island,St. George
428,-74.076,40.642,Staten Island,St. George
429,-74.076,40.643,Staten Island,St. George
430,-74.075,40.622,Staten Island,Clifton
431,-74.075,40.625,Staten Island,Clifton
432,-74.075,40.626,Staten Island,Clifton
433,-74.075,40.629,Staten Island,Stapleton
434,-74.075,40.632,Staten Island,Stapleton
435,-74.075,40.637,Staten Island,Stapleton
436,-74.075,40.642,Staten Island,St. George
437,-74.075,40.643,Staten Island,St. George
438,-74.074,40.602,Staten Island,Concord
439,-74.074,40.605,Staten Island,Concord
440,-74.074,40.606,Staten Island,Concord
441,-74.074,40.609,Staten Island,Shore Acres
442,-74.074,40.627,Staten Island,Stapleton
443,-74.074,40.643,Staten Island,St. George
444,-74.074,40.644,Staten Island,St. George
445,-74.073,40.622,Staten Island,Clifton
446,-74.073,40.623,Staten Island,Clifton
447,-74.073,40.644,Staten Island,St. George
448,-74.072,40.611,Staten Island,Shore Acres
449,-74.072,40.643,Staten Island,St. George
450,-74.072,40.644,Staten Island,St. George
451,-74.071,40.593,Staten Island,Arrochar
452,-74.071,40.594,Staten Island,Arrochar
453,-74.071,40.597,Staten Island,Arrochar
454,-74.071,40.601,Staten Island,Concord
455,-74.071,40.605,Staten Island,Concord
456,-74.071,40.608,Staten Island,Shore Acres
457,-74.071,40.61,Staten Island,Shore Acres
458,-74.071,40.611,Staten Island,Shore Acres
459,-74.071,40.622,Staten Island,Clifton
460,-74.07,40.586,Staten Island,Arrochar
461,-74.07,40.619,Staten Island,Park Hill
462,-74.069,40.594,Staten Island,Arrochar
463,-74.069,40.603,Staten Island,Concord
464,-74.069,40.612,Staten Island,Shore Acres
465,-74.069,40.619,Staten Island,Park Hill
466,-74.068,40.592,Staten Island,Arrochar
467,-74.068,40.608,Staten Island,Shore Acres
468,-74.068,40.613,Staten Island,Shore Acres
469,-74.068,40.616,Staten Island,Rosebank
470,-74.068,40.617,Staten Island,Rosebank
471,-74.068,40.619,Staten Island,Park Hill
472,-74.067,40.615,Staten Island,Rosebank
473,-74.067,40.616,Staten Island,Rosebank
474,-74.066,40.59,Staten Island,Arrochar
475,-74.066,40.604,Staten Island,Shore Acres
476,-74.066,40.613,Staten Island,Shore Acres
477,-74.066,40.614,Staten Island,Shore Acres
478,-74.065,40.605,Staten Island,Shore Acres
479,-74.065,40.612,Staten Island,Shore Acres
480,-74.064,40.603,Staten Island,Shore Acres
481,-74.064,40.611,Staten Island,Shore Acres
482,-74.063,40.606,Staten Island,Shore Acres
483,-74.063,40.612,Staten Island,Shore Acres
484,-74.062,40.609,Staten Island,Shore Acres
485,-74.061,40.6,Staten Island,Fort Wadsworth
486,-74.058,40.602,Staten Island,Fort Wadsworth
487,-74.056,40.603,Staten Island,Fort Wadsworth
488,-74.054,40.603,Staten Island,Fort Wadsworth
489,-74.041,40.623,Brooklyn,Fort Hamilton
490,-74.041,40.624,Brooklyn,Fort Hamilton
491,-74.041,40.625,Brooklyn,Fort Hamilton
492,-74.041,40.626,Brooklyn,Bay Ridge
493,-74.041,40.627,Brooklyn,Bay Ridge
494,-74.04,40.618,Brooklyn,Fort Hamilton
495,-74.04,40.619,Brooklyn,Fort Hamilton
496,-74.04,40.62,Brooklyn,Fort Hamilton
497,-74.04,40.621,Brooklyn,Fort Hamilton
498,-74.04,40.622,Brooklyn,Fort Hamilton
499,-74.04,40.623,Brooklyn,Fort Hamilton
500,-74.04,40.624,Brooklyn,Fort Hamilton
501,-74.04,40.625,Brooklyn,Fort Hamilton
502,-74.04,40.628,Brooklyn,Bay Ridge
503,-74.04,40.63,Brooklyn,Bay Ridge
504,-74.04,40.632,Brooklyn,Bay Ridge
505,-74.039,40.614,Brooklyn,Fort Hamilton
506,-74.039,40.617,Brooklyn,Fort Hamilton
507,-74.039,40.618,Brooklyn,Fort Hamilton
508,-74.039,40.619,Brooklyn,Fort Hamilton
509,-74.039,40.62,Brooklyn,Fort Hamilton
510,-74.039,40.621,Brooklyn,Fort Hamilton
511,-74.039,40.622,Brooklyn,Fort Hamilton
512,-74.039,40.623,Brooklyn,Fort Hamilton
513,-74.039,40.624,Brooklyn,Fort Hamilton
514,-74.039,40.625,Brooklyn,Fort Hamilton
515,-74.039,40.626,Brooklyn,Bay Ridge
516,-74.039,40.629,Brooklyn,Bay Ridge
517,-74.038,40.613,Brooklyn,Fort Hamilton
518,-74.038,40.615,Brooklyn,Fort Hamilton
519,-74.038,40.616,Brooklyn,Fort Hamilton
520,-74.038,40.617,Brooklyn,Fort Hamilton
521,-74.038,40.618,Brooklyn,Fort Hamilton
522,-74.038,40.619,Brooklyn,Fort Hamilton
523,-74.038,40.62,Brooklyn,Fort Hamilton
524,-74.038,40.621,Brooklyn,Fort Hamilton
525,-74.038,40.622,Brooklyn,Fort Hamilton
526,-74.038,40.623,Brooklyn,Fort Hamilton
527,-74.038,40.624,Brooklyn,Fort Hamilton
528,-74.038,40.626,Brooklyn,Bay Ridge
529,-74.038,40.628,Brooklyn,Bay Ridge
530,-74.038,40.629,Brooklyn,Bay Ridge
531,-74.038,40.63,Brooklyn,Bay Ridge
532,-74.037,40.612,Brooklyn,Fort Hamilton
533,-74.037,40.613,Brooklyn,Fort Hamilton
534,-74.037,40.614,Brooklyn,Fort Hamilton
535,-74.037,40.615,Brooklyn,Fort Hamilton
536,-74.037,40.616,Brooklyn,Fort Hamilton
537,-74.037,40.617,Brooklyn,Fort Hamilton
538,-74.037,40.618,Brooklyn,Fort Hamilton
539,-74.037,40.619,Brooklyn,Fort Hamilton
540,-74.037,40.62,Brooklyn,Fort Hamilton
541,-74.037,40.622,Brooklyn,Fort Hamilton
542,-74.037,40.623,Brooklyn,Fort Hamilton
543,-74.037,40.624,Brooklyn,Fort Hamilton
544,-74.037,40.626,Brooklyn,Bay Ridge
545,-74.037,40.627,Brooklyn,Bay Ridge
546,-74.037,40.628,Brooklyn,Bay Ridge
547,-74.037,40.631,Brooklyn,Bay Ridge
548,-74.037,40.632,Brooklyn,Bay Ridge
549,-74.037,40.633,Brooklyn,Bay Ridge
550,-74.037,40.634,Brooklyn,Bay Ridge
551,-74.037,40.636,Brooklyn,Bay Ridge
552,-74.036,40.612,Brooklyn,Fort Hamilton
553,-74.036,40.613,Brooklyn,Fort Hamilton
554,-74.036,40.614,Brooklyn,Fort Hamilton
555,-74.036,40.615,Brooklyn,Fort Hamilton
556,-74.036,40.616,Brooklyn,Fort Hamilton
557,-74.036,40.617,Brooklyn,Fort Hamilton
558,-74.036,40.618,Brooklyn,Fort Hamilton
559,-74.036,40.619,Brooklyn,Fort Hamilton
560,-74.036,40.62,Brooklyn,Fort Hamilton
561,-74.036,40.622,Brooklyn,Fort Hamilton
562,-74.036,40.623,Brooklyn,Fort Hamilton
563,-74.036,40.625,Brooklyn,Bay Ridge
564,-74.036,40.626,Brooklyn,Bay Ridge
565,-74.036,40.629,Brooklyn,Bay Ridge
566,-74.036,40.63,Brooklyn,Bay Ridge
567,-74.036,40.632,Brooklyn,Bay Ridge
568,-74.036,40.633,Brooklyn,Bay Ridge
569,-74.036,40.634,Brooklyn,Bay Ridge
570,-74.036,40.636,Brooklyn,Bay Ridge
571,-74.036,40.637,Brooklyn,Bay Ridge
572,-74.036,40.638,Brooklyn,Bay Ridge
573,-74.036,40.639,Brooklyn,Bay Ridge
574,-74.035,40.609,Brooklyn,Fort Hamilton
575,-74.035,40.611,Brooklyn,Fort Hamilton
576,-74.035,40.612,Brooklyn,Fort Hamilton
577,-74.035,40.613,Brooklyn,Fort Hamilton
578,-74.035,40.614,Brooklyn,Fort Hamilton
579,-74.035,40.615,Brooklyn,Fort Hamilton
580,-74.035,40.617,Brooklyn,Fort Hamilton
581,-74.035,40.619,Brooklyn,Fort Hamilton
582,-74.035,40.62,Brooklyn,Fort Hamilton
583,-74.035,40.621,Brooklyn,Fort Hamilton
